Kind,MimeType,Id,Name,ItemId,CaratWeightVersion,Center_Stone_Shape,MetalColor
drive#file,image/jpeg,1Eyf88IEa092hQ2N1ffP9lpZws0s79g5M,MRCRD2463Q_41__W.jpg,MRCRD2463Q,41,,W.jpg
drive#file,image/jpeg,1F3KAGK36o9VdnX0OQbW6j_4gaKJY90-k,MRCRD2449Q_39__W.jpg,MRCRD2449Q,39,,W.jpg
drive#file,image/jpeg,1F4eBbv94m9MfewOm-O06tE9JdwcNcJLs,MRCRD2443_41__W.jpg,MRCRD2443,41,,W.jpg
drive#file,image/jpeg,1F8AGSLhJ0CGoGhx1t6hL8KneRvmVtqRo,MRCRD2417Q_100__W.jpg,MRCRD2417Q,100,,W.jpg
drive#file,image/jpeg,1F7cc-CBB8GcAVy59W1uvKlpECgOn26Sr,MRCRD2436QT___W.jpg,MRCRD2436QT,,,W.jpg
drive#file,image/jpeg,1EkaaAWS8FSDGq1J65JW2LDUJPTFQSG4G,MRCRD2398Q_PL__W.jpg,MRCRD2398Q,PL,,W.jpg
drive#file,image/jpeg,1EcHTjNZOziK0dj3NohOc28ujCLQ5hRm1,MRCRD2406Q_30__W.jpg,MRCRD2406Q,30,,W.jpg
drive#file,image/jpeg,1EmqWK1x2J9e1ulYkCclsLfk_r0lFVByY,MRCRD2397Q_60__W.jpg,MRCRD2397Q,60,,W.jpg
drive#file,image/jpeg,1EoPlBUnXiK0dJHzuJkijirRygEBcHTaL,MRCRD2388Q_40__W.jpg,MRCRD2388Q,40,,W.jpg
drive#file,image/jpeg,1Ertyedr-wWvAUYONFfxM478E3Lu4yoyC,MRCRD2385Q_42__W.jpg,MRCRD2385Q,42,,W.jpg
drive#file,image/jpeg,1EslUBcTdy8vqIOk47vqkwbJ1INK8zV2Z,MRCRD2384Q_42__W.jpg,MRCRD2384Q,42,,W.jpg
drive#file,image/jpeg,1EPcWNW7JqgxTgY-bh4S1TrcMbdT6U63_,MRCRD2370Q_77__W.jpg,MRCRD2370Q,77,,W.jpg
drive#file,image/jpeg,1EGGMdpqjTiCzvbmBS428DcPKHXz5is5A,MRCRD2373Q_38__W.jpg,MRCRD2373Q,38,,W.jpg
drive#file,image/jpeg,1EQpPcX23YYYHYX18L2OcE2ba7XsBvHm6,MRCRD2368Q_23__W.jpg,MRCRD2368Q,23,,W.jpg
drive#file,image/jpeg,1EXQWWDxf853QbF1vThbURuXH9c6PVnuW,MRCRD2365Q_13__W.jpg,MRCRD2365Q,13,,W.jpg
drive#file,image/jpeg,1EYZE1ENjkCg-Nr6VwQXnzhN4NFVrIJGv,MRCRD2363Q_20__W.jpg,MRCRD2363Q,20,,W.jpg
drive#file,image/jpeg,1DjgfELohM74B6h0hfcRIcpyxYmbVOTL4,MRCRD2357Q_112__W.jpg,MRCRD2357Q,112,,W.jpg
drive#file,image/jpeg,1Dv_8fXmdY0DnjNEVOiQRu5eLfrrJ0aWE,MRCRD2356Q_55__W.jpg,MRCRD2356Q,55,,W.jpg
drive#file,image/jpeg,1E0jAfxFjK47Mhsbb-ZSPl36nL_ZGSwkn,MRCRD2355Q_39__W.jpg,MRCRD2355Q,39,,W.jpg
